Name:String(32):Required,Description:String(256),IP Address:Subnets(a.b.c.d/m#....):Required,Model Name:String(32),Software Version:String(32),Network Device Groups:String(100)(Type#Root Name#Name|...):Required,Authentication:Protocol:String(6),Authentication:Shared Secret:String(128),EnableKeyWrap:Boolean(true|false),EncryptionKey:String(ascii:16|hexa:32),AuthenticationKey:String(ascii:20|hexa:40),InputFormat:String(32),SNMP:Version:Enumeration(1|2c|3),SNMP:RO Community:String(32),SNMP:Username:String(32),SNMP:Security Level:Enumeration(Auth|No Auth|Priv),SNMP:Authentication Protocol:Enumeration(MD5|SHA),SNMP:Authentication Password:String(32),SNMP:Privacy Protocol:Enumeration(DES|AES128|AES192|AES256|3DES),SNMP:Privacy Password:String(32),SNMP:Polling Interval:Integer:600-86400 seconds,SNMP:Is Link Trap Query:Boolean(true|false),SNMP:Is MAC Trap Query:Boolean(true|false),SNMP:Originating Policy Services Node:String(32),SGA:Device Id:String(32),SGA:Device Password:String(256),SGA:Environment Data Download Interval:Integer:1-2147040000 seconds,SGA:Peer Authorization Policy Download Interval:Integer:1-2147040000 seconds,SGA:Reauthentication Interval:Integer:1-2147040000 seconds,SGA:SGACL List Download Interval:Integer:1-2147040000 seconds,SGA:Is Other SGA Devices Trusted:Boolean(true|false),SGA:Notify this device about SGA configuration changes:String(ENABLE_USING_CLI|ENABLE_USING_COA|DISABLE_ALL),SGA:Include this device when deploying Security Group Tag Mapping Updates:Boolean(true|false),Deployment:EXEC Mode Username:String(32),Deployment:EXEC Mode Password:String(32),Deployment:Enable Mode Password:String(32),SGA:PAC issue date:Date,SGA:PAC expiration date:Date,SGA:PAC issued by:String,TACACS:Shared Secret:String(128),TACACS:Connect Mode Options:String (OFF|ON_LEGACY|ON_DRAFT_COMPLIANT),Profile:String(128):Required,coaPort:Integer(128):Required,DtlsRequired:Boolean(true|false),DtlsCoaPort:Integer(128),DtlsIssuerCertificate:String(128),DtlsDnsName:String(100),SGA:CoA Coa Source Host:String,Authentication:Second Shared Secret:String(128),Enable Multi Shared Secret:Boolean(true|false)
CL2022NAD325,,10.1.2.76/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD326,,10.1.2.77/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD327,,10.1.2.78/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD328,,10.1.2.79/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD329,,10.1.2.80/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD330,,10.1.2.81/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD331,,10.1.2.82/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD332,,10.1.2.83/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD333,,10.1.2.84/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD334,,10.1.2.85/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD335,,10.1.2.86/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD336,,10.1.2.87/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD337,,10.1.2.88/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD338,,10.1.2.89/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD339,,10.1.2.90/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD340,,10.1.2.91/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD341,,10.1.2.92/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD342,,10.1.2.93/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD343,,10.1.2.94/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD344,,10.1.2.95/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD345,,10.1.2.96/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD346,,10.1.2.97/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD347,,10.1.2.98/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD348,,10.1.2.99/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD349,,10.1.2.100/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD350,,10.1.2.101/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD351,,10.1.2.102/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD352,,10.1.2.103/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD353,,10.1.2.104/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD354,,10.1.2.105/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD355,,10.1.2.106/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD356,,10.1.2.107/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD357,,10.1.2.108/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD358,,10.1.2.109/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD359,,10.1.2.110/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD360,,10.1.2.111/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD361,,10.1.2.112/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD362,,10.1.2.113/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD363,,10.1.2.114/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD364,,10.1.2.115/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD365,,10.1.2.116/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD366,,10.1.2.117/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD367,,10.1.2.118/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD368,,10.1.2.119/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD369,,10.1.2.120/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD370,,10.1.2.121/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD371,,10.1.2.122/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD372,,10.1.2.123/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD373,,10.1.2.124/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD374,,10.1.2.125/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD375,,10.1.2.126/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD376,,10.1.2.127/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD377,,10.1.2.128/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD378,,10.1.2.129/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD379,,10.1.2.130/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD380,,10.1.2.131/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD381,,10.1.2.132/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD382,,10.1.2.133/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD383,,10.1.2.134/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD384,,10.1.2.135/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD385,,10.1.2.136/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD386,,10.1.2.137/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD387,,10.1.2.138/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD388,,10.1.2.139/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD389,,10.1.2.140/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD390,,10.1.2.141/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD391,,10.1.2.142/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD392,,10.1.2.143/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD393,,10.1.2.144/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD394,,10.1.2.145/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD395,,10.1.2.146/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD396,,10.1.2.147/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD397,,10.1.2.148/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD398,,10.1.2.149/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD399,,10.1.2.150/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD400,,10.1.2.151/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD401,,10.1.2.152/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD402,,10.1.2.153/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD403,,10.1.2.154/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD404,,10.1.2.155/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD405,,10.1.2.156/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD406,,10.1.2.157/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD407,,10.1.2.158/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD408,,10.1.2.159/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD409,,10.1.2.160/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD410,,10.1.2.161/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD411,,10.1.2.162/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD412,,10.1.2.163/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD413,,10.1.2.164/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD414,,10.1.2.165/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD415,,10.1.2.166/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD416,,10.1.2.167/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
CL2022NAD417,,10.1.2.168/32,,,Location#All Locations|IPSEC#Is IPSEC Device#No|Device Type#All Device Types,RADIUS,cisco123,FALSE,,,,,,,,,,,,,,,,,,,,,,,ENABLE_USING_COA,,,,,,,,,,Cisco,1700,FALSE,2083,,,,,
